,content,label
7345,do need to upgrade my health insurance during the open enrollment period ,0
7346,paula jarrel gps guide for expressing self compassion,0
7347,3 day weekend practically already over,1
7348,how to eat healthy around the world bone broth anyone ,0
7349,nobody wins when the final score is 161 2,0
7350,pulse nightclub shooter father revealed as former fbi informant,0
7351,are introverts or extroverts happier ,0
7352,college basketball player with inoperable brain tumor raises 1 million for charity,0
7353,259 new objects now available in gummi form,1
7354,this doll aims to empower kids with albinism and dispel harmful myths,0
7355,recurring zhang ziyi fantasy always involves getting kicked in the face,1
7356,archaeologists uncover greek amphitheater where first prick saved seats,1
7357,cat turning on the lights is way more fun than clapper,0
7358,man worried the 6th transformers movie will just be stupid,1
7359,woman conducting ongoing scientific experiment on own skin,1
7360,state facing lawsuit over controversial law nullifying all federal gun regulations,0
7361,heroic police officer talks man down from edge of purchasing subway footlong sweet onion chicken teriyaki,1
7362,what better fresh or frozen turkey ,0
7363,convulsing teen bleeding from eyes nose thinks he can feel the synthetic weed kicking in,1
7364,boy who asked mailman for junk mail in viral story pays kindness forward,0
7365,man pinned beneath car wondering when adrenaline going to kick in,1
7366,gop congressman who leading probe of fbi director was raving about him last month,0
7367,6 diy stress hacks using what in your closet,0
7368,elderly couple dresses up for trip to denny s,1
7369,pat toomey doesn get it,0
7370,huffpollster electoral college estimates show hillary clinton beating donald trump and ted cruz,0
7371,virginia is on the verge of giving health coverage to 400 000 but there a catch,0
7372,older trump voters say they oppose key elements of gop obamacare replacement,0
7373,blood spattered sarah huckabee sanders holds up huge dismembered penis to prove presidential member completely normal,1
7374,donald trump sends his very first fundraising email amid campaign money woes,0
7375,republicans poised to retain control of senate,1
7376,everyone loves alternative facts,0
7377,fda approves new pasta shape,1
7378,huffpost hill president impressed his gum keeps its flavor all through the longest day,0
7379,unreasonable happiness,0
7380,how to make the most gorgeous summer dinner ever,0
7381,new s russia military talks seen on syria air safety,0
7382,proposed law would require mothers to look at pictures of congressmen she disappointing before having abortion,1
7383,carbon monoxide detector with snooze button recalled,1
7384,jared leto doesn give f about taylor swift,0
7385,the artisanal school supplies list,0
7386,listener consumed by spittle on corner of mouth,1
7387,angela merkel vows g20 won bow to trump on climate change,0
7388,30 days of online dating should have broken the rules,0
7389,a nurse new year resolution,0
7390,redemption road chatting with tom paxton howard jones martin sexton chadwick stokes and erik deutsch,0
7391,frogs in warming climate pot let jump out now before we croak ,0
7392,trump disapproval rating reaches all time none of this matters,1
7393,kitchenaid unveils spring loaded toaster that allows rad high schoolers to grab breakfast in midair while leaving house,1
7394,wolf pack fails to raise orphaned infant,1
7395,watch fox news personalities slam obama and praise trump over the same thing,0
7396,study online content creators outnumber consumers 2 000 to 1,1
7397,nation dogs vow to keep their shit together during 4th of july fireworks,1
7398,redbox debuts new touchscreen in back of kiosk for pornographic features,1
7399,earth explodes,1
7400,religious persecution on the rise minorities under threat in the middle east,0
7401,report 10 million killed annually by stepping out of comfort zones,1
7402,jealous paul ryan asks legislator with 37 approval rating what his secret is,1
7403,man disgusted just by constant thought of 2 guys kissing,1
7404, downton abbey season 6 trailer previews an emotional goodbye,0
7405,irish wake blur,1
7406,bluetooth headset worn throughout date,1
7407,michelle obama quietly reassigned to department of agriculture after butting heads with president,1
7408,tragic oscar night camera malfunction leaves seven critically underpublicized,1
7409,study american intestinal bacteria most obese in world,1
7410,every intern at nonprofit trying to solve refugee crisis first,1
7411,department of interior to control rising mole population by releasing mallets into national parks,1
7412,a conversation on getting dressed,0
7413,no women soccer does not have domestic violence problem,0
7414,every child deserves fair chance,0
7415,here how bendy your body actually gets during yoga class,0
7416,scientists confirm first case of zika transmission from article to reader,1
7417,harry reid stunned by ted cruz claim that most violent criminals are democrats,0
7418,michigan gop passes legislation rerouting flint drinking water to governor mansion for incoming democrat,1
7419,chinese citizens gather in beijing square to watch s national debt clock strike 18 trillion,1
7420,toaster crumb tray full of sprinkles,1
7421,child disciplined for wasting yarn,1
7422,do college students care more about mental health than administrators ,0
7423,senate republicans seek to delay kavanaugh vote until accuser properly smeared,1
7424,here how long muslims fast around the world,0
7425,maxim skimmed,1
7426,arizona wildfire destroys dozens of homes raising warnings of bad season,0
7427,defiant milosevic eats big sloppy sandwich during trial,1
7428,collection agency holding nation as collateral until trump pays off business debts,1
7429,on this week cheap celeb finds kylie jenner wears 40 bikini top,0
7430,mom and dad take hilariously relatable back to school photos,0
7431,trevor noah issues warning about donald trump apparent flip on gun control,0
7432,making dent in the global water crisis why it time to double down,0
7433,clean shaven tuxedoed james holmes charms courtroom in latest appearance,1
7434,congress to meet at feingold house today,1
7435, trump place apartments ditch their name after residents protest,0
7436,yes donald trump is actually going on saturday night live tonight,0
